"codigo_linha","nome_linha","categoria","cor","apenas_cartao","geojson"
"673","FORMOSA","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2741523714604,-25.4368135058269],[-49.2744782022565,-25.4369388451991],[-49.2747908944557,-25.4363038850907],[-49.2736307895612,-25.4365990144679],[-49.2699505242009,-25.4442130092159],[-49.2852894926168,-25.45016303259],[-49.2842751056408,-25.4523579520629],[-49.2845408135576,-25.4537104124328],[-49.2864467133465,-25.4577390465298],[-49.2897943706979,-25.4648306186384],[-49.2904962442206,-25.4663220508281],[-49.2896775002994,-25.4681609160006],[-49.2911437921373,-25.4714775811943],[-49.2895862826344,-25.4751664232269],[-49.2889409244436,-25.4766475533679],[-49.2894214180204,-25.4780847347448],[-49.2906362042658,-25.4797900823543],[-49.2907441813653,-25.4819502257299],[-49.2920402875096,-25.4844634446328],[-49.292414893175,-25.4871685251798],[-49.2915440642626,-25.4889421921022],[-49.2967944267298,-25.4891175884145],[-49.3111162650877,-25.4891961831965],[-49.3110557923586,-25.4925131738792],[-49.3125374407043,-25.4925287583611]]]}"
"167","FREDOLIN WOLF","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2937361846759,-25.3828280521803],[-49.2936367283125,-25.3829669105909],[-49.2945981249626,-25.38390358698],[-49.2952607739139,-25.3845062850753],[-49.2963871859291,-25.3843577895717],[-49.29756442744,-25.3848487525872],[-49.2990759608548,-25.385264911057],[-49.3008214753007,-25.3871076741239],[-49.302108108943,-25.3873961815777],[-49.3012739760128,-25.3877807803653],[-49.3011620167014,-25.3888951559814],[-49.3026894268192,-25.3890846158356],[-49.3024955163921,-25.3905428745558],[-49.3019272861695,-25.3916961190156],[-49.3032055940803,-25.3916536001796],[-49.3033363391281,-25.3930032415374],[-49.3036190144693,-25.3933143998292],[-49.3035294579113,-25.3947495936045],[-49.3023287147575,-25.3944560314523],[-49.3015558538967,-25.3944763303595],[-49.301022756352,-25.3923844139082],[-49.3013443389497,-25.3916464292723],[-49.2998763748201,-25.3917153780465],[-49.2991921729479,-25.3921370237122],[-49.2970431040103,-25.391351788924],[-49.2954931276925,-25.3935918899386],[-49.2956553882711,-25.3941261241419],[-49.2945313790794,-25.395703188587],[-49.2953337185712,-25.3961385876475],[-49.2957677675193,-25.3969824827185],[-49.2965209727066,-25.3974862228431],[-49.2970160095834,-25.3987092270407],[-49.2962249055558,-25.399641609816],[-49.2952383576173,-25.4001271011755],[-49.2944683922578,-25.4011107200403],[-49.293211245473,-25.4021791213458],[-49.292151191233,-25.4033740778278],[-49.2917811098311,-25.4041887850223],[-49.2905944725929,-25.4051100292777],[-49.2925483506578,-25.4076923151241],[-49.2914942581753,-25.4091170078197],[-49.2919434119187,-25.4107752367166],[-49.2911432337339,-25.4126287164094],[-49.2893830166352,-25.4143942242451],[-49.2904762411561,-25.418605372095],[-49.2842833047005,-25.41993247302],[-49.282817054212,-25.4202214551826],[-49.2834855827495,-25.4226793856254],[-49.2826534217288,-25.4228444522644],[-49.2784577592997,-25.4316294436772],[-49.2727453884632,-25.4295143463675],[-49.2722841918285,-25.4304159895308],[-49.2711716456482,-25.4300789534617],[-49.2710435874777,-25.4281952967525],[-49.2726329723321,-25.4286591895674]]]}"
"639","FUTURAMA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2947200237085,-25.513239440139],[-49.2947557839507,-25.5118131068137],[-49.2942545487367,-25.5118058583107],[-49.2942287895085,-25.513641682279],[-49.2941310814584,-25.5141417029905],[-49.2937499185279,-25.5151644583399],[-49.2952912921609,-25.5151919269159],[-49.2954095020035,-25.5152696508431],[-49.2955018200897,-25.5155046202193],[-49.2955214332944,-25.5158234126124],[-49.2953623284253,-25.5216285852794],[-49.2953241172832,-25.5218450850328],[-49.2952048613498,-25.522044839622],[-49.294598843553,-25.5227469633434],[-49.2941827839713,-25.5231426902543],[-49.293262896293,-25.5238301045957],[-49.292929597714,-25.5240786203365],[-49.292743798835,-25.5243041966109],[-49.2921378499891,-25.5251837280191],[-49.2911568085023,-25.5267288634465],[-49.2907676271449,-25.5269905650502],[-49.2918828889675,-25.5279094216115],[-49.2967609370731,-25.5318563237389],[-49.2973570734823,-25.5323040130547],[-49.2958985067023,-25.5343434465069],[-49.2955009316348,-25.53543559971],[-49.2950574868147,-25.5367068022304],[-49.2948080483771,-25.5379506341641],[-49.2944897111501,-25.539532910791],[-49.2944191343424,-25.5411481102588],[-49.2944289584521,-25.5429195321817],[-49.2944094419093,-25.5431839232076],[-49.2932574060034,-25.5480305414565],[-49.292673528029,-25.5509146090278],[-49.2923009089433,-25.5508587951146],[-49.291569289237,-25.5508989892976],[-49.2894053134309,-25.550170969151],[-49.2880841567593,-25.5533030675111],[-49.2859604522476,-25.5527336579246],[-49.2856464118261,-25.5527496016516],[-49.2854128829429,-25.5528106467141],[-49.2849773806134,-25.552996873927],[-49.2847477250614,-25.5531658913305],[-49.2845731817139,-25.5533624277921],[-49.2844391397036,-25.5537671457887],[-49.2844790494541,-25.5545658647345],[-49.2840858584505,-25.5571566542091],[-49.2822958358768,-25.5568324997968],[-49.2816399190871,-25.5595239131745],[-49.2836750467531,-25.5600113003299],[-49.2837657037928,-25.5600517626824],[-49.2834243881423,-25.5612768705282],[-49.2829349392542,-25.5633231205895],[-49.2826179524879,-25.5644127032797],[-49.2820518303014,-25.5662507409731],[-49.2815811417168,-25.5677054825959],[-49.2829021587581,-25.5681452038856],[-49.2830944142528,-25.5677287222948]]]}"
"683","FUTURAMA / S. CERCADO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2677483666537,-25.5344089710901],[-49.268742218559,-25.5346665154956],[-49.2688408123019,-25.5346053529092],[-49.2689852512157,-25.5345159404939],[-49.2695522288167,-25.5346401156378],[-49.2692831719128,-25.5351981308956],[-49.2701327686324,-25.5354892533932],[-49.2728559788279,-25.5364440372925],[-49.2707974744407,-25.5408470349376],[-49.2719971700805,-25.5413092619352],[-49.2739932004131,-25.5420575331619],[-49.2724774207074,-25.5451490225093],[-49.27102800461,-25.547304461064],[-49.2699365741389,-25.5487421220265],[-49.2714562295237,-25.5497077608207],[-49.2756531129943,-25.5524165987847],[-49.2765950473443,-25.5529997499554],[-49.2763834931413,-25.5531747712459],[-49.2759447628086,-25.5532937372738],[-49.2758320184831,-25.55344518197],[-49.2758296271836,-25.5536122478082],[-49.276072003802,-25.5539683902647],[-49.2759279883876,-25.5541431030327],[-49.2749184885754,-25.5547214571519],[-49.2743677906071,-25.5552876129194],[-49.2723909748735,-25.5566946423555],[-49.271185654883,-25.5576413847719],[-49.2698499808746,-25.5588086805663],[-49.2693122831652,-25.559469863294],[-49.268742275208,-25.5604611842612],[-49.2681954164448,-25.5614468409329],[-49.2675782624031,-25.5622262053651],[-49.279230630166,-25.5665099568815],[-49.2804175883198,-25.5670359858201],[-49.2815811417168,-25.5677054825959],[-49.2817026010927,-25.567327124413]]]}"
"642","GANCHINHO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2947200237085,-25.513239440139],[-49.2947557839507,-25.5118131068137],[-49.2942545487367,-25.5118058583107],[-49.2942287895085,-25.513641682279],[-49.2941310814584,-25.5141417029905],[-49.2937499185279,-25.5151644583399],[-49.2952912921609,-25.5151919269159],[-49.2954095020035,-25.5152696508431],[-49.2955018200897,-25.5155046202193],[-49.2955214332944,-25.5158234126124],[-49.2953623284253,-25.5216285852794],[-49.2953241172832,-25.5218450850328],[-49.2952048613498,-25.522044839622],[-49.294598843553,-25.5227469633434],[-49.2941827839713,-25.5231426902543],[-49.293262896293,-25.5238301045957],[-49.292929597714,-25.5240786203365],[-49.292743798835,-25.5243041966109],[-49.2921378499891,-25.5251837280191],[-49.2911568085023,-25.5267288634465],[-49.2907676271449,-25.5269905650502],[-49.2918828889675,-25.5279094216115],[-49.2967609370731,-25.5318563237389],[-49.2973570734823,-25.5323040130547],[-49.2958985067023,-25.5343434465069],[-49.2955009316348,-25.53543559971],[-49.2950574868147,-25.5367068022304],[-49.2948080483771,-25.5379506341641],[-49.2944897111501,-25.539532910791],[-49.2944191343424,-25.5411481102588],[-49.2944289584521,-25.5429195321817],[-49.2944094419093,-25.5431839232076],[-49.2932574060034,-25.5480305414565],[-49.2912592955783,-25.5480183571418],[-49.2895468826861,-25.5480246668624],[-49.2886300257847,-25.5480523082324],[-49.2878805803965,-25.5481162746744],[-49.2876972615436,-25.5481674813369],[-49.2868050809446,-25.5484912539076],[-49.2856561361532,-25.5489316472637],[-49.2848103522167,-25.5492763424919],[-49.2836888657554,-25.5497785089475],[-49.2813627744989,-25.5509294489878],[-49.2784222186789,-25.5526319088153],[-49.276072003802,-25.5539683902647],[-49.2759279883876,-25.5541431030327],[-49.2749184885754,-25.5547214571519],[-49.2743677906071,-25.5552876129194],[-49.2723909748735,-25.5566946423555],[-49.271185654883,-25.5576413847719],[-49.2698499808746,-25.5588086805663],[-49.2693122831652,-25.559469863294],[-49.268742275208,-25.5604611842612],[-49.2681954164448,-25.5614468409329],[-49.2671314783883,-25.5627863616982],[-49.2642999039905,-25.5650062682767],[-49.2641101625065,-25.5652391617424],[-49.2639677055445,-25.5654624062026],[-49.263846451386,-25.566007124024],[-49.2636491781337,-25.5665648427549],[-49.2632130082204,-25.5672165053843],[-49.2628478452298,-25.5679407489038],[-49.262102580099,-25.5701860898569],[-49.2617620024309,-25.5708513765782],[-49.2615908031024,-25.5713541927571],[-49.2615093238428,-25.5736564250971],[-49.2616100626183,-25.5741047378461],[-49.2619240301253,-25.5745802929044],[-49.2625839456946,-25.5752926375391],[-49.2635337537993,-25.5761738330122],[-49.2641723989596,-25.5768794552253],[-49.2644598295133,-25.5772189578208],[-49.2652815898414,-25.5780818701467],[-49.265850987273,-25.5784595590875],[-49.2661178767514,-25.578740647719],[-49.26674764598,-25.5795689570973],[-49.267119893005,-25.5799611695079],[-49.2673207749408,-25.5803703456945],[-49.2673365794471,-25.5807583349671],[-49.2671839466424,-25.5814545695082],[-49.2672819633674,-25.583065108211],[-49.2672211375849,-25.5838228186302],[-49.2673618773889,-25.5849426459015],[-49.2672806152253,-25.5871184813021],[-49.2671222436243,-25.5877176982661],[-49.2668767811406,-25.5884221661289],[-49.2668209157882,-25.5888351596065],[-49.2668015872561,-25.5896816272223],[-49.2668953032123,-25.5906005352597],[-49.2667615823418,-25.5919396235473],[-49.2662845546734,-25.5928776171026],[-49.2659354508641,-25.5938451750069],[-49.2657827412489,-25.5940501914468],[-49.2653415813515,-25.5944780012683],[-49.2647002262623,-25.5949422149276],[-49.2641235940167,-25.5953684144857],[-49.2625979738709,-25.5963262564561],[-49.2622973066398,-25.5964067060867],[-49.2617393106238,-25.5965293414539],[-49.2614806719891,-25.5966619962478],[-49.2609445794334,-25.5971946228362],[-49.2608128763651,-25.5974257350188],[-49.2607871886477,-25.5977227432067],[-49.2609109460598,-25.5980409185747],[-49.2611558211042,-25.5983669983158],[-49.2613461779237,-25.5985179166459],[-49.2615909628411,-25.598850458535],[-49.2615534377546,-25.5991756512611]]]}"
"625","GRAMADOS","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2934546612916,-25.4921739435725],[-49.2934200401269,-25.4925699809733],[-49.2910001329455,-25.4925387466066],[-49.2896721937024,-25.4924221977593],[-49.2881425773791,-25.4912053681639],[-49.2875712825781,-25.4919019728355],[-49.28653442847,-25.4940872384879],[-49.2871185844949,-25.4951884012482],[-49.2867899480064,-25.4968705483059],[-49.2863103296558,-25.4988129717423],[-49.2836463267925,-25.5011688821965],[-49.2867886688016,-25.5041353931554],[-49.2873526639184,-25.5037295943056],[-49.2883669345619,-25.5049714288064],[-49.2848252429625,-25.507329440528],[-49.2848075825812,-25.5071514723289],[-49.2841622615217,-25.5063621650197],[-49.2839543252376,-25.5062714184045],[-49.2838818394749,-25.5063238830716],[-49.2839214237228,-25.506555604807],[-49.2845591040001,-25.5073496825997],[-49.2847148712896,-25.5074017981669],[-49.2821276130791,-25.5091288379148],[-49.2744018466238,-25.514283147581],[-49.2755731395142,-25.5157349526929],[-49.2751452670636,-25.516022154285],[-49.2771155994475,-25.5185005981019],[-49.2703765011397,-25.5229373289573],[-49.2673423264099,-25.5266556391823],[-49.2665652389307,-25.5267048112225],[-49.2663701762379,-25.5272699447868],[-49.2649274844357,-25.5268369831057],[-49.2605198121089,-25.528794301122],[-49.2676536192991,-25.5312695607409],[-49.2664704214662,-25.5337793633772],[-49.2664206294986,-25.533803181755],[-49.266326283341,-25.5340117974711],[-49.2665953966161,-25.5341010196688],[-49.2668840715254,-25.533942720414],[-49.2670141043628,-25.5339647865216],[-49.2670837632908,-25.5340168401556],[-49.2671867267325,-25.5341173207912],[-49.2688016151355,-25.5345028048168],[-49.2688408123019,-25.5346053529092],[-49.2687487991334,-25.5346680683473],[-49.2677483666537,-25.5344089710901]]]}"
"470","GUABIROTUBA","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2717219707004,-25.4352724842129],[-49.2719894246031,-25.4346824088373],[-49.270447063954,-25.4340625423681],[-49.2689866868111,-25.4369433874875],[-49.2629495611515,-25.4346152124954],[-49.2621657492864,-25.4363405252503],[-49.2610395377825,-25.4373020730682],[-49.2596386693114,-25.4419583624793],[-49.2589177069802,-25.4416788023466],[-49.2557625915517,-25.4480111842963],[-49.2548869645122,-25.4569173223356],[-49.2542853658581,-25.4579773468168],[-49.2528739392184,-25.4573931628894],[-49.2506627469848,-25.456472175232],[-49.2499250843812,-25.4579327922623],[-49.2486328046219,-25.4582727845964],[-49.248262105721,-25.4589239775745],[-49.2488634980614,-25.4603861927301],[-49.2453870820213,-25.4637994283665],[-49.2444385591382,-25.4629813240244],[-49.2441464924727,-25.4615787549962],[-49.2450155561784,-25.4604076850436],[-49.2465607271372,-25.4594469100031],[-49.2457749296521,-25.4583889336703],[-49.2446493697363,-25.457244668203],[-49.2447475413752,-25.4568311867419],[-49.2454108026364,-25.4560075342275],[-49.2457449988469,-25.4557838876336],[-49.2443535957066,-25.4549244881647],[-49.2426839330011,-25.4572812901752],[-49.2418426050271,-25.4567629160635],[-49.2406506966296,-25.4583717658633],[-49.24128991179,-25.4587951631162],[-49.2404201800111,-25.4600103698428],[-49.2402032056356,-25.4598642264655],[-49.2353864546847,-25.4664627144081]]]}"
"561","GUILHERMINA","CONVENCIONAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.277317012461,-25.4875220156489],[-49.2775418843931,-25.4878201348949],[-49.2754039505777,-25.489208231305],[-49.2749611819164,-25.4886730671712],[-49.2622718866269,-25.47299283523],[-49.2627695142131,-25.4726471004476],[-49.2634340931366,-25.4705251750127],[-49.2628646069752,-25.4703360871511],[-49.2624536962448,-25.4701962708638],[-49.261357758007,-25.4698322976952],[-49.262269322285,-25.468007547442],[-49.2579313298546,-25.4662193230218],[-49.2588693101731,-25.4643751746425],[-49.2597853686716,-25.4647396531128],[-49.2606656363566,-25.4628849916469],[-49.2616002130291,-25.4632205160056],[-49.2650941287866,-25.4561116124315],[-49.2628644481647,-25.4541347863659],[-49.2719894246031,-25.4346824088373],[-49.2739998473545,-25.4354910226443]]]}"
"513","HAUER / BOQUEIRÃO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2470373849142,-25.4818352282912],[-49.2466232948174,-25.4826603431997],[-49.2466542089681,-25.4828827062953],[-49.2534951122789,-25.4856597569674],[-49.2570418971491,-25.487099138319],[-49.2579465968252,-25.4853153639372],[-49.263801426055,-25.4876969254815],[-49.2629331612392,-25.4895032827048],[-49.2631517723937,-25.4895889570493],[-49.2623418946527,-25.4911246872089],[-49.2620464227397,-25.4912873483875],[-49.2615615133708,-25.4922059705592],[-49.2609686272594,-25.4919727968971],[-49.2561363696306,-25.5021107773833],[-49.256912412783,-25.5024338912473],[-49.2498000083955,-25.5171185377882],[-49.2438115023873,-25.5147298039609],[-49.2400270519956,-25.5131948488341],[-49.2382410174276,-25.5168739239724],[-49.2335251996224,-25.5149786144106],[-49.2326134008616,-25.516821181215],[-49.2315691652656,-25.5163901542877],[-49.2306016473361,-25.5182435391391],[-49.2301782091389,-25.5180733949581],[-49.2306575536097,-25.5171825940021]]]}"
"371","HIGIENÓPOLIS","TRONCAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2053952171495,-25.4129451426742],[-49.2056985476269,-25.4130638385404],[-49.2059590286339,-25.413049822667],[-49.2061744838307,-25.4126017434067],[-49.2062931024215,-25.4126503775843],[-49.2078720225956,-25.4132721983932],[-49.2086426956522,-25.4131726054972],[-49.2151437397564,-25.4157377126706],[-49.2163525239105,-25.4130282855854],[-49.2173822629331,-25.4136739134922],[-49.2224305464356,-25.4156131762125],[-49.2282173123618,-25.4285883308908],[-49.2288411908731,-25.4285139213193],[-49.2281008919594,-25.4267953892718],[-49.2289538694381,-25.4264166137079],[-49.2271546007605,-25.4225441334072],[-49.2381854131523,-25.4268120341937],[-49.2376039434346,-25.4281245183395],[-49.2388851707786,-25.4286117156713],[-49.2395183480768,-25.4273165139593],[-49.2411058814703,-25.4278218012274],[-49.2422620396832,-25.4283018598716],[-49.258858389306,-25.4269620811605],[-49.2594374171908,-25.4255110940967],[-49.2667042112867,-25.4284530585777]]]}"
"374","HUGO LANGE","TRONCAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2667042112867,-25.4284530585777],[-49.2672364325719,-25.4286685111129],[-49.2679954654601,-25.428720689457],[-49.2682413180125,-25.4265393692851],[-49.2653395066108,-25.4270634247596],[-49.2628228095296,-25.4260652519513],[-49.2596954814064,-25.4248268649753],[-49.2613737774575,-25.4211682081887],[-49.2598871083948,-25.4199052739218],[-49.2588022185191,-25.4174951595606],[-49.258235021593,-25.4162063033648],[-49.2563554747062,-25.415933841129],[-49.2549473919458,-25.4169500241362],[-49.2538637471177,-25.4169623573413],[-49.2408595981967,-25.4180603684535],[-49.2224127817142,-25.4104290862055],[-49.2227320256812,-25.4097996834102],[-49.2227084116458,-25.4090767845026],[-49.2201205368746,-25.4094852851782],[-49.2194800783216,-25.4080754481285],[-49.2191602783482,-25.4078267341508],[-49.2191112501215,-25.4081742231905],[-49.2199383928686,-25.4100636648577],[-49.217061950119,-25.4089477072976],[-49.2164148046039,-25.4102826651372],[-49.2086089398819,-25.4072590769851],[-49.2061752263422,-25.4124111853411],[-49.2062527025731,-25.4124417764771],[-49.205732108151,-25.4135019519737],[-49.2056135545609,-25.4132662593298],[-49.2053012797406,-25.4131424348877]]]}"
"523","IGUAPE I","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2374140871038,-25.5012654926047],[-49.2369355251103,-25.5022324828277],[-49.2364754609781,-25.5018791345315],[-49.2364008807193,-25.5009057404882],[-49.2318491309974,-25.4990453405112],[-49.2292017334463,-25.5044479167266],[-49.2230269920306,-25.5019650047514],[-49.2212045310824,-25.5056310872665],[-49.2201466218882,-25.5052162236931],[-49.2192278022131,-25.5070590716175],[-49.2179546565123,-25.5065430629533],[-49.2170707583323,-25.508354809964],[-49.2183213127901,-25.5088767069581]]]}"
"515","IGUAPE II","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2467721823563,-25.4817244042483],[-49.2470861449889,-25.4810824151185],[-49.2474401375093,-25.4810864428626],[-49.2480161510888,-25.4799266897038],[-49.2446292590204,-25.4785554380193],[-49.2423035271721,-25.4776192280127],[-49.2422294577844,-25.4777617395109],[-49.2408462063128,-25.4805682444316],[-49.2381415272931,-25.4862100188286],[-49.237222938953,-25.4880807447672],[-49.2363444038758,-25.4898832890412],[-49.2327865404918,-25.4971263658798],[-49.2292288134015,-25.4956962150273],[-49.2273827074917,-25.4994819181005],[-49.2255949049536,-25.503085116541],[-49.222054145915,-25.5103538073185],[-49.2202804922322,-25.5140267257091],[-49.2306016473361,-25.5182435391391],[-49.231421537894,-25.5166458236714],[-49.2310136562452,-25.5164825954256],[-49.2306575536097,-25.5171825940021]]]}"
"023","INTER 2 ( ANTI-HORÁRIO)","LINHA DIRETA","PRATA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2424032701958,-25.4774356887013],[-49.2423309804619,-25.4775723847016],[-49.2446774100329,-25.4785209179385],[-49.2441174482367,-25.479688955791],[-49.2470479617589,-25.4808785277405],[-49.2470598308137,-25.4810279392781],[-49.2469558431753,-25.4810906240585],[-49.2461649656928,-25.4827105269291],[-49.2466615610269,-25.4829154715046],[-49.2534545570284,-25.4856726912286],[-49.2568228915407,-25.4870399670141],[-49.2550713999145,-25.4906784367798],[-49.2654606077448,-25.4947461384802],[-49.2701810229961,-25.4959899725206],[-49.2705279110741,-25.4964793649033],[-49.272149052213,-25.4963866015125],[-49.2734951210105,-25.4964372880919],[-49.2763550509916,-25.4954783717611],[-49.2772389688348,-25.4951744541293],[-49.278349582224,-25.4965097259207],[-49.2787760125931,-25.4962199479986],[-49.2815567054873,-25.4957461342828],[-49.2866551217326,-25.4965203290895],[-49.2869045711628,-25.4952269756848],[-49.2863093077333,-25.4940990272738],[-49.2873933598516,-25.4918209061459],[-49.2880454611724,-25.4910200882033],[-49.2896978287664,-25.4923251197607],[-49.291157898439,-25.4924434952731],[-49.2930173087487,-25.4924693643299],[-49.2938254040477,-25.4924879739014],[-49.2939497942349,-25.4915233685138],[-49.2942452862431,-25.4888937945219],[-49.2962780805993,-25.488918410957],[-49.2968733247816,-25.4879686267957],[-49.2968584481276,-25.4865838529191],[-49.2956641349966,-25.4835704334002],[-49.2957301337422,-25.4783200434624],[-49.2922325134639,-25.4782872975032],[-49.2932679159491,-25.47554068176],[-49.2958116126486,-25.4755504974724],[-49.2958530622111,-25.4738304849371],[-49.295283052248,-25.4723857022405],[-49.2952749050826,-25.4711341125124],[-49.2957205433095,-25.4696096223942],[-49.2972180944391,-25.4680754258664],[-49.3001307294666,-25.4665920139457],[-49.3006656446703,-25.4652890800552],[-49.3006336777417,-25.4636905330059],[-49.3019462996022,-25.4600691850071],[-49.3036511292291,-25.4553159509696],[-49.304305571631,-25.4535408292527],[-49.3044441428376,-25.451602249612],[-49.3043225654233,-25.4494465071406],[-49.3045360740694,-25.445020479664],[-49.3106475003348,-25.438441290816],[-49.3120026022476,-25.4369813741129],[-49.3114749727031,-25.4368340433263],[-49.3100614662114,-25.4359794655377],[-49.3089767063808,-25.4354736045613],[-49.3084012992002,-25.4363042919671],[-49.3082196816824,-25.4363581233545],[-49.3080449062252,-25.4360400347063],[-49.3067727963319,-25.4355614358592],[-49.306674286309,-25.4354841194206],[-49.3066092288002,-25.4353683593235],[-49.3074499505837,-25.4345627002077],[-49.2963254207878,-25.4302126651933],[-49.2894134599808,-25.4275149691861],[-49.290850090847,-25.4245367306074],[-49.2918610632869,-25.4225094427156],[-49.2897293104968,-25.4141494370599],[-49.2892373880779,-25.4142409615459],[-49.2872876612056,-25.4137019978799],[-49.286517311683,-25.4131165850127],[-49.2758700695158,-25.415376861586],[-49.2758545524979,-25.4161755758643],[-49.2725118055761,-25.4169799920664],[-49.2681252131926,-25.4178222399296],[-49.2677935753824,-25.4165251583821],[-49.2672500995817,-25.4142264627517],[-49.2667211822124,-25.414059822404],[-49.2661073719832,-25.4140971329651],[-49.2648471842007,-25.4145772147629],[-49.26375966708,-25.415388187267],[-49.2624710609939,-25.4163497888349],[-49.2606058288865,-25.4143600112651],[-49.2567329928124,-25.4103135023941],[-49.2562860865198,-25.4077260995939],[-49.2563699240547,-25.4077133610544],[-49.255584301244,-25.4069103604049],[-49.2547639394898,-25.4060574414168],[-49.2540131977301,-25.4066290392089],[-49.2536006207172,-25.4069438294472],[-49.2532452961699,-25.4068192491189],[-49.2522919454519,-25.4057826217149],[-49.2502197303315,-25.4081259672715],[-49.2501811875725,-25.408095478418],[-49.2458283031525,-25.4131476164697],[-49.2475125389564,-25.4147733784458],[-49.2477532337034,-25.4172899412435],[-49.240822824187,-25.4178788149355],[-49.2395481679585,-25.4201872606371],[-49.2423553601772,-25.4237163743361],[-49.24287879963,-25.4248127787224],[-49.2424229628028,-25.4259416517683],[-49.241668900265,-25.4277197397882],[-49.2414912301022,-25.4280736948645],[-49.2394907638216,-25.4274061946469],[-49.2104068893841,-25.4306752828177],[-49.2124025136693,-25.4345034314369],[-49.2132125183023,-25.4341817446526],[-49.2142638685919,-25.4360707607671],[-49.2174626563905,-25.4346553483298],[-49.2200516346763,-25.439518560565],[-49.2217801513496,-25.4387732323988],[-49.2219452426592,-25.4390836311835],[-49.2219967431768,-25.4390592079168],[-49.2222778493937,-25.4395811559682],[-49.2206970813552,-25.4402938790858],[-49.2207848784552,-25.4404529724987],[-49.2211592003821,-25.4411669025798],[-49.2210829873221,-25.44119946157],[-49.2241370326419,-25.4468861102713],[-49.2235993116557,-25.4471313323793],[-49.2251622360781,-25.4500119523196],[-49.228376264375,-25.4526342684763],[-49.2300439836949,-25.4520230249027],[-49.2303535250328,-25.4535815395446],[-49.234309882267,-25.4623646483621],[-49.2345924401135,-25.4652118248989],[-49.2348996182778,-25.4675368594946],[-49.2353306258565,-25.4692518440392],[-49.2366942327056,-25.4702483183935],[-49.2403239843601,-25.4762688118604],[-49.2412775834977,-25.4769201162629],[-49.2424032701958,-25.4774356887013]]]}"
