"codigo_linha","nome_linha","categoria","cor","apenas_cartao","geojson"
"640","PALMEIRA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2991547445826,-25.5507278604871],[-49.2989313357012,-25.5498831107685],[-49.2998515350818,-25.5497081919822],[-49.3000492207631,-25.5507910341542],[-49.2992136681598,-25.5510290800723],[-49.2986099307681,-25.5511806159602],[-49.2983193954711,-25.5511954629253],[-49.2953781591335,-25.5510570559316],[-49.2952148192757,-25.5543690623569],[-49.2947204829278,-25.5542621865679],[-49.2938355634734,-25.5542479820519],[-49.2937023491714,-25.5540446946037],[-49.2928073296156,-25.553365564757],[-49.292660314323,-25.5532152401877],[-49.2925457572922,-25.5530066278034],[-49.2924855555017,-25.5527316737475],[-49.2925291255024,-25.5517304547428],[-49.292673528029,-25.5509146090278],[-49.2932574060034,-25.5480305414565],[-49.2944094419093,-25.5431839232076],[-49.2944289584521,-25.5429195321817],[-49.2944191343424,-25.5411481102588],[-49.2944897111501,-25.539532910791],[-49.2948080483771,-25.5379506341641],[-49.2950574868147,-25.5367068022304],[-49.2951754804515,-25.5363696280472],[-49.2940071206642,-25.5362175277227],[-49.2943835074431,-25.5339066244861],[-49.2939539574159,-25.5338036438758],[-49.2868770941995,-25.5355280202869],[-49.2863640590353,-25.5356597876751],[-49.2862318727496,-25.5356521417516],[-49.2860342411039,-25.5355176647506],[-49.285905861357,-25.5353062549577],[-49.2875002896073,-25.5314032568886],[-49.2918828889675,-25.5279094216115],[-49.2923855191495,-25.5275054583183],[-49.2925587989178,-25.5271217861349],[-49.2925875136367,-25.527051137966],[-49.2925010996341,-25.5267055575053],[-49.2921275543889,-25.5261408435865],[-49.2920216241599,-25.5257920758374],[-49.2920424139525,-25.5254754265063],[-49.2921378499891,-25.5251837280191],[-49.292743798835,-25.5243041966109],[-49.292929597714,-25.5240786203365],[-49.293262896293,-25.5238301045957],[-49.2941827839713,-25.5231426902543],[-49.294598843553,-25.5227469633434],[-49.2952048613498,-25.522044839622],[-49.2953241172832,-25.5218450850328],[-49.2953623284253,-25.5216285852794],[-49.2955214332944,-25.5158234126124],[-49.2955018200897,-25.5155046202193],[-49.2954095020035,-25.5152696508431],[-49.2952912921609,-25.5151919269159],[-49.2937499185279,-25.5151644583399],[-49.2941310814584,-25.5141417029905],[-49.2942287895085,-25.513641682279],[-49.2942545487367,-25.5118058583107],[-49.2947557839507,-25.5118131068137],[-49.2947200237085,-25.513239440139]]]}"
"387","PALOTINOS","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2176329490695,-25.4624443331451],[-49.2173579108422,-25.4623431078688],[-49.2221829831226,-25.4495356529788],[-49.2212938181213,-25.4479454038486],[-49.22047302073,-25.4476893516197],[-49.2206959278109,-25.4470872394962],[-49.2234666621012,-25.44582922354],[-49.2227156491587,-25.4444521694714],[-49.2257788862397,-25.4431090890556],[-49.2264546724897,-25.4444163105026],[-49.2278114835031,-25.4438273070572],[-49.2295864017278,-25.4422091264498],[-49.2355543689159,-25.4422859532448],[-49.2378771968585,-25.4395553838388],[-49.2386075219004,-25.4397152491818],[-49.2352438783615,-25.4365189772053],[-49.2355940949431,-25.4357538800719],[-49.2375323917617,-25.433457055408],[-49.2420049986239,-25.4353954025247],[-49.2455237916809,-25.4355391529407],[-49.2463696152846,-25.4314480854329],[-49.2581792461953,-25.4305236033204],[-49.2650959050275,-25.4333633253627],[-49.2714120765944,-25.4359258925545],[-49.2719894246031,-25.4346824088373],[-49.2739998473545,-25.4354910226443],[-49.2747908944557,-25.4363038850907],[-49.2736307895612,-25.4365990144679],[-49.2736990368247,-25.4367094716992],[-49.2749721253133,-25.4363474881747],[-49.2740780015811,-25.4354217111007],[-49.2729752578775,-25.4349803652008]]]}"
"343","PARAÍSO","ALIMENTADOR","LARANJA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2113712159962,-25.398916857129],[-49.2115436816042,-25.3985835492667],[-49.2113712159962,-25.398916857129],[-49.2102532157792,-25.3984714035711],[-49.2090220011359,-25.4011458603336],[-49.2083883796081,-25.40246669549],[-49.210570124721,-25.4033173869022],[-49.2083883796081,-25.40246669549],[-49.2090220011359,-25.4011458603336],[-49.2083883796081,-25.40246669549],[-49.210570124721,-25.4033173869022],[-49.2087520621905,-25.4071876435525],[-49.2087599813508,-25.4074017888479],[-49.2069169800931,-25.4113159393276],[-49.2057803953994,-25.4108841185716],[-49.2052349081319,-25.4120406293902],[-49.2051758093437,-25.4121636602638],[-49.2048808669904,-25.4127719195005],[-49.2053828093739,-25.4129699007004]]]}"
"534","PARIGOT DE SOUZA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2677483666537,-25.5344089710901],[-49.2687487991334,-25.5346680683473],[-49.2689759801817,-25.534514218652],[-49.2695522288167,-25.5346401156378],[-49.2695397785854,-25.5346657989948],[-49.26981816516,-25.5347267846453],[-49.2702480231533,-25.5346918831793],[-49.2708255505917,-25.5348221565778],[-49.2718706387118,-25.5325615497838],[-49.270662471017,-25.5322541254878],[-49.2676536192991,-25.5312695607409],[-49.2599060462901,-25.5285749391934],[-49.2586470482016,-25.5315988347898],[-49.2547953728802,-25.5303313379065],[-49.2525811571864,-25.5279500265701],[-49.2519438911204,-25.5268173692483],[-49.2515931520203,-25.5269837288393],[-49.2503440427925,-25.5258583506224],[-49.2494546664917,-25.5252305891545],[-49.2487227183822,-25.5250120138152],[-49.2478371078998,-25.5250631382295],[-49.247091730305,-25.5249281942283],[-49.2317092658304,-25.5186949426535],[-49.2306016473361,-25.5182435391391],[-49.2301782091389,-25.5180733949581],[-49.2306575536097,-25.5171825940021]]]}"
"623","PARQUE INDUSTRIAL","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2934546612916,-25.4921739435725],[-49.2934992534813,-25.4917091014653],[-49.298194887542,-25.4917709347833],[-49.2981765219952,-25.4971736155291],[-49.298853279111,-25.4974148906216],[-49.2995337728517,-25.4980989057602],[-49.3001105819635,-25.4982168769469],[-49.3023294361062,-25.4974954108322],[-49.3030493633214,-25.4974083608073],[-49.304661774517,-25.4977625168646],[-49.3045622627887,-25.5051831647888],[-49.3009661706022,-25.5051415272255],[-49.3009295984129,-25.507739899036],[-49.3044888795434,-25.5077785414558],[-49.3042338851436,-25.5192466662253],[-49.3050506415112,-25.520550130862],[-49.3064911768121,-25.519945724641],[-49.3074400638863,-25.5188805843403],[-49.3119656166418,-25.5176116130492],[-49.3115072578577,-25.5167066361284],[-49.3115130070255,-25.5163425789675],[-49.3110902289321,-25.516342963123]]]}"
"911","PASSAÚNA","ALIMENTADOR","LARANJA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.3301994380642,-25.4010473927139],[-49.3307304613994,-25.4006638596287],[-49.3307778919801,-25.4006526980297],[-49.3309049176474,-25.4005435508129],[-49.3309902013748,-25.4006334224074],[-49.3310825613513,-25.4005759900999],[-49.3320496560249,-25.4016708855338],[-49.3390366678143,-25.3991322504139],[-49.3410212707852,-25.3985942379529],[-49.3417799021787,-25.3986805499716],[-49.3421203557466,-25.3986014598879],[-49.3424526461726,-25.3984203995953],[-49.3432285033435,-25.3977393360715],[-49.3458944637859,-25.3962049219189],[-49.3493451980876,-25.3939817838647],[-49.3511419915046,-25.3926068242903],[-49.3524270654968,-25.3913009972502],[-49.3565700295447,-25.3883184285769],[-49.3563514394211,-25.38894058485],[-49.3566538899112,-25.3892753790008],[-49.3577797147236,-25.3889116519939],[-49.3588245963244,-25.3902117205676],[-49.3596870887615,-25.389797046205],[-49.3607115617882,-25.3901150919542],[-49.3610074101682,-25.3898117665612],[-49.3604802302378,-25.3890532788949],[-49.3611286030728,-25.3868692881383],[-49.3615172642667,-25.3863782362517],[-49.3623919006809,-25.3862723846293],[-49.3628472969019,-25.3862279162516],[-49.3632119862279,-25.3859971157314],[-49.3630137296486,-25.385454356351],[-49.3619421520436,-25.3851145340768],[-49.3615173191728,-25.3849183473262],[-49.3636942728331,-25.3835389383095],[-49.367271969672,-25.3831138828076],[-49.3679241383672,-25.3822433833706],[-49.3682808299142,-25.3816249543068],[-49.3664352087588,-25.3809820859373],[-49.3627939151502,-25.3797728952122],[-49.36251526894,-25.3804118572567],[-49.3654854006735,-25.3813788024331],[-49.3645317348813,-25.3834461550743]]]}"
"462","PETRÓPOLIS","CONVENCIONAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2095848649944,-25.4805034036479],[-49.2094906613536,-25.4801094243583],[-49.2088090891932,-25.4802536079769],[-49.2087035618087,-25.4809344629644],[-49.2087874434033,-25.4814005309835],[-49.2097479985381,-25.48117607332],[-49.2100441355829,-25.4824241234687],[-49.2130397189781,-25.4799508804624],[-49.2157208758932,-25.4787207628616],[-49.2165811931495,-25.4782924200255],[-49.2173798570061,-25.4768908177112],[-49.2180488236388,-25.4763697040523],[-49.2184113323211,-25.4755273219392],[-49.2180088088061,-25.4745859757203],[-49.2169063969213,-25.4738281906795],[-49.2165965674812,-25.4726366122932],[-49.2172775635748,-25.4713032158586],[-49.2216746867472,-25.4678752629969],[-49.2241423844033,-25.459227728909],[-49.2269427538733,-25.4536742950767],[-49.2278926956978,-25.4526100417175],[-49.2286095873116,-25.4523522790109],[-49.2254956090603,-25.4497979037878],[-49.224594834117,-25.4481554497533],[-49.225428179609,-25.4478010858742],[-49.2277783595083,-25.4497500487121],[-49.2287460664992,-25.4497617272398],[-49.2300500502084,-25.4481063962924],[-49.2335559912368,-25.443732850892],[-49.2387717060428,-25.4441785777836],[-49.2426407743296,-25.4442744439709],[-49.2448487378804,-25.4435759423979],[-49.2449834098247,-25.443208621958],[-49.2480149876173,-25.4421267329605],[-49.2484820674426,-25.4414148605208],[-49.2483191614807,-25.4411268409239],[-49.2487066938128,-25.4405736239544],[-49.2490794429139,-25.4405780688137],[-49.2496493722449,-25.4397469614713],[-49.2507610798918,-25.4385663241663],[-49.2596386693114,-25.4419583624793],[-49.2610395377825,-25.4373020730682],[-49.2621657492864,-25.4363405252503],[-49.2629495611515,-25.4346152124954],[-49.2677631490156,-25.4364717765082],[-49.2692002562312,-25.4335533450601],[-49.2729348771099,-25.4350601919039]]]}"
"638","PINHEIRINHO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2672623432898,-25.5536064124069],[-49.2668865173155,-25.553138526844],[-49.267749806638,-25.5526406610892],[-49.2681287908097,-25.5531175876549],[-49.2696404313354,-25.5522293650364],[-49.2714562295237,-25.5497077608207],[-49.2756531129943,-25.5524165987847],[-49.276757549411,-25.5509840060887],[-49.277951339362,-25.5517442572735],[-49.2773425624073,-25.5523840020477],[-49.2763834931413,-25.5531747712459],[-49.2759447628086,-25.5532937372738],[-49.2758320184831,-25.55344518197],[-49.2758296271836,-25.5536122478082],[-49.276072003802,-25.5539683902647],[-49.2784222186789,-25.5526319088153],[-49.2813627744989,-25.5509294489878],[-49.2836888657554,-25.5497785089475],[-49.2848103522167,-25.5492763424919],[-49.2856561361532,-25.5489316472637],[-49.2868050809446,-25.5484912539076],[-49.2876972615436,-25.5481674813369],[-49.2878805803965,-25.5481162746744],[-49.2886300257847,-25.5480523082324],[-49.2895468826861,-25.5480246668624],[-49.2912592955783,-25.5480183571418],[-49.2932468292112,-25.5480271627434],[-49.2944094419093,-25.5431839232076],[-49.2944289584521,-25.5429195321817],[-49.2944191343424,-25.5411481102588],[-49.2944897111501,-25.539532910791],[-49.2948080483771,-25.5379506341641],[-49.2950574868147,-25.5367068022304],[-49.2955009316348,-25.53543559971],[-49.2958985067023,-25.5343434465069],[-49.2973570734823,-25.5323040130547],[-49.2967609370731,-25.5318563237389],[-49.2918828889675,-25.5279094216115],[-49.2907676271449,-25.5269905650502],[-49.2911568085023,-25.5267288634465],[-49.2921378499891,-25.5251837280191],[-49.292743798835,-25.5243041966109],[-49.292929597714,-25.5240786203365],[-49.293262896293,-25.5238301045957],[-49.2941827839713,-25.5231426902543],[-49.294598843553,-25.5227469633434],[-49.2952048613498,-25.522044839622],[-49.2953241172832,-25.5218450850328],[-49.2953623284253,-25.5216285852794],[-49.2955214332944,-25.5158234126124],[-49.2955018200897,-25.5155046202193],[-49.2954095020035,-25.5152696508431],[-49.2952912921609,-25.5151919269159],[-49.2937499185279,-25.5151644583399],[-49.2941310814584,-25.5141417029905],[-49.2942287895085,-25.513641682279],[-49.2942545487367,-25.5118058583107],[-49.2947557839507,-25.5118131068137],[-49.2947200237085,-25.513239440139]]]}"
"644","PINHEIRINHO / CIC","ALIMENTADOR","LARANJA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.3244841243081,-25.5118302570849],[-49.3241170146563,-25.5119304416107],[-49.3238938197319,-25.5118775634637],[-49.3236759036098,-25.5117492746551],[-49.3234848368725,-25.5117539179845],[-49.3230889254599,-25.5118811123341],[-49.3229607833355,-25.5120426323257],[-49.323378728081,-25.5132638515367],[-49.3232852541944,-25.5134018929683],[-49.3223542250594,-25.514924075129],[-49.321764558566,-25.515090509052],[-49.3204069411538,-25.5151006148268],[-49.3202551239566,-25.5152094891378],[-49.3227245708972,-25.5162486594927],[-49.324969026894,-25.5169732911866],[-49.3257008270101,-25.5171967644412],[-49.3258261497818,-25.5173019732163],[-49.3258409549783,-25.5175386658117],[-49.325620109398,-25.517752357296],[-49.3249630268675,-25.518245699638],[-49.3240841988708,-25.5187886633882],[-49.3235211375262,-25.5190527658698],[-49.32279926786,-25.5192906804021],[-49.3223923213188,-25.5194471916726],[-49.3188402522718,-25.521430081132],[-49.318620965345,-25.5215797820099],[-49.3183611996565,-25.5218006516497],[-49.3181697833523,-25.5220760269248],[-49.3180363530199,-25.5222636061728],[-49.31610505702,-25.5261133875455],[-49.3158667915715,-25.5264520539961],[-49.3157190278103,-25.5266160022407],[-49.3154514544568,-25.5268659688449],[-49.3133176933313,-25.5284323763731],[-49.3130660962904,-25.5286883905514],[-49.3112336966534,-25.5304836903408],[-49.3088942761562,-25.5320902253488],[-49.3086299768328,-25.5323211237233],[-49.3083578373574,-25.5326198372873],[-49.3077310963836,-25.5334354942247],[-49.307448551646,-25.5337282718198],[-49.3070276450531,-25.5340366441893],[-49.3066446109801,-25.5342354384179],[-49.3063937248652,-25.5343359289966],[-49.3062315982668,-25.5343833920799],[-49.3034409602059,-25.5349826634311],[-49.3030875537698,-25.5350289303444],[-49.3026464516327,-25.535028064096],[-49.3021742991998,-25.5349650297175],[-49.301250770256,-25.5347197174894],[-49.3012047708179,-25.5346345400799],[-49.3006269424996,-25.5330395325972],[-49.2994834039805,-25.5333861218008],[-49.299101582704,-25.5333580693729],[-49.2982852270371,-25.5329468956842],[-49.2978445354105,-25.5326863574636],[-49.2973570734823,-25.5323040130547],[-49.2983918772861,-25.5307383402839],[-49.2988943018061,-25.529855051505],[-49.29841251934,-25.5285809396178],[-49.2980579930233,-25.5278282320727],[-49.2970554669881,-25.5261996332683],[-49.2935668662772,-25.5267957280114],[-49.2929967866387,-25.5270097299323],[-49.2928014056499,-25.527169861667],[-49.2926801773679,-25.5271680587273],[-49.2925587989178,-25.5271217861349],[-49.2925875136367,-25.527051137966],[-49.2925010996341,-25.5267055575053],[-49.2921275543889,-25.5261408435865],[-49.2920216241599,-25.5257920758374],[-49.2920424139525,-25.5254754265063],[-49.2921378499891,-25.5251837280191],[-49.292743798835,-25.5243041966109],[-49.292929597714,-25.5240786203365],[-49.293262896293,-25.5238301045957],[-49.2941827839713,-25.5231426902543],[-49.294598843553,-25.5227469633434],[-49.2952048613498,-25.522044839622],[-49.2952562935773,-25.5218059564755],[-49.2943116744799,-25.5189613895662],[-49.2936853683302,-25.5159394589081],[-49.2936582962569,-25.5154020246071],[-49.2937499185279,-25.5151644583399],[-49.2941310814584,-25.5141417029905],[-49.2942287895085,-25.513641682279],[-49.2942545487367,-25.5118058583107],[-49.2949139575445,-25.5118164674081],[-49.2948991889158,-25.5123186076888]]]}"
"688","PINHEIRINHO / ZOOLÓGICO","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2952266870363,-25.5120384154832],[-49.2951842959634,-25.5135338922793],[-49.2956684350517,-25.5135455940849],[-49.2956482145566,-25.514339758285],[-49.2972303073154,-25.5143730779607],[-49.2970458670241,-25.5212494702144],[-49.2970024872372,-25.5228750706675],[-49.2969327638958,-25.5232040899372],[-49.2967288392402,-25.523437963738],[-49.2965564611225,-25.523613453688],[-49.2960852586324,-25.523891477968],[-49.2956259764755,-25.5240410202258],[-49.2942714200287,-25.5246028451248],[-49.2939703734623,-25.5248041735989],[-49.2937468566285,-25.5252364175916],[-49.2937766351651,-25.5260400081926],[-49.2936196519719,-25.5265055919509],[-49.2929967866387,-25.5270097299323],[-49.2928014056499,-25.527169861667],[-49.2918828889675,-25.5279094216115],[-49.2875002896073,-25.5314032568886],[-49.285905861357,-25.5353062549577],[-49.2791279637661,-25.5377173864766],[-49.2784767787676,-25.5379491027579],[-49.2781219749847,-25.5379901517614],[-49.2779156108432,-25.5379625036174],[-49.2776771550489,-25.5379326572148],[-49.2776231251705,-25.5379138074017],[-49.2693489010571,-25.5350712871546],[-49.2695522288167,-25.5346401156378],[-49.2693656407619,-25.5344123994769],[-49.2690617589335,-25.5343401233625],[-49.2673091476335,-25.5339218812879],[-49.2671000469248,-25.5340321328085],[-49.2671867267325,-25.5341173207912],[-49.2677751280045,-25.5342543429603],[-49.2688016151355,-25.5345028048168],[-49.2688408123019,-25.5346053529092],[-49.268742218559,-25.5346665154956],[-49.2677483666537,-25.5344089710901],[-49.2671756801733,-25.5342617001583],[-49.2669123294618,-25.5341476865342],[-49.2667482869636,-25.5340170014611],[-49.2665235534914,-25.5338437974472],[-49.2664382192608,-25.5337340492466],[-49.2643481001359,-25.5332871337583],[-49.2640705123371,-25.5332374338113],[-49.2587192933984,-25.5314116467956],[-49.2552338184968,-25.5302169032833],[-49.2545192987434,-25.5297336953766],[-49.2522620595816,-25.5272473886049],[-49.2520294582807,-25.5267303821172],[-49.2517753489145,-25.5266716552155],[-49.2516549675472,-25.5267643985825],[-49.2515758808857,-25.5270279573901],[-49.2502691120211,-25.5275965476519],[-49.2494592247625,-25.5284128690262],[-49.2479585891906,-25.5292226497989],[-49.2472202883754,-25.5298864178971],[-49.2463199308766,-25.5303594385694],[-49.2441773471729,-25.5310824841845],[-49.2439197292922,-25.5323660591901],[-49.2437951369821,-25.5327700265177],[-49.2435634296222,-25.533135477455],[-49.2431847079538,-25.5341433186228],[-49.242421233521,-25.5354619929177],[-49.2421099820901,-25.5362798987841],[-49.2419195822489,-25.5371310285142],[-49.2417062020667,-25.5384489662426],[-49.241636883303,-25.5401960221502],[-49.2417014117446,-25.5410041953302],[-49.242026245039,-25.5430932051048],[-49.2417678050208,-25.5438297525147],[-49.2414028413072,-25.5443999377006],[-49.241245649599,-25.5449629232428],[-49.2411630891244,-25.5451628744026],[-49.2410678404627,-25.5457582690629],[-49.2408413199185,-25.5463323073863],[-49.2405105997017,-25.5469280138778],[-49.2398745402542,-25.5478034417625],[-49.2397411614426,-25.5486369961342],[-49.2396315708263,-25.5488600185857],[-49.2392348553972,-25.549232010502],[-49.2385173890954,-25.5492795053376],[-49.2381767273943,-25.549269127903],[-49.2376564081167,-25.5493319401268],[-49.2371434826386,-25.5495989155987],[-49.2365729373067,-25.5500197895963],[-49.236124643654,-25.5505948811344],[-49.2355960432068,-25.5508867487118],[-49.2349515176554,-25.551628707823],[-49.2346141205388,-25.5518699867387],[-49.2343267686325,-25.5519199560931],[-49.2340374587058,-25.5520486588477],[-49.233658306665,-25.5523212831875],[-49.2335729571153,-25.5525014645086],[-49.2334294593314,-25.5534956623169],[-49.2334888973935,-25.5539639417006],[-49.2330778296907,-25.5546164687366],[-49.2328479754362,-25.5547172286174],[-49.2325216012389,-25.5550274497792],[-49.231840329911,-25.5553655600503],[-49.2311352892371,-25.5556166508473],[-49.2307447868309,-25.555858856251],[-49.2307593471675,-25.5560715458337],[-49.2309596425957,-25.5562850157646],[-49.2310633245404,-25.5565140282148],[-49.2312854565193,-25.5569543727318],[-49.2313242238576,-25.5571491671913],[-49.2313047516842,-25.5573907799325],[-49.2313202281434,-25.5575718059672],[-49.231327933287,-25.5578701194111],[-49.2312951425582,-25.5580450763515],[-49.2311590155948,-25.5582598828747]]]}"
"916","PINHEIROS","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.3299606610309,-25.3726238303557],[-49.3292290677629,-25.3733051550799],[-49.330465509106,-25.3721552730281],[-49.3344106664005,-25.3757971822044],[-49.3348448496729,-25.377066101273],[-49.3335996246931,-25.3771941308964],[-49.3339765381928,-25.3796342179758],[-49.3351393476224,-25.3864266091883],[-49.3350450534514,-25.3925567893788],[-49.3357445333671,-25.3940082964143],[-49.3351799994337,-25.3954926236416],[-49.3346177855724,-25.3976461689846],[-49.3341360156442,-25.399302930405],[-49.331678238108,-25.4001483159464],[-49.3310989255681,-25.400369731206],[-49.3311403079813,-25.4004532490676],[-49.3309049176474,-25.4005435508129],[-49.3309902013748,-25.4006334224074],[-49.3297155351851,-25.4015618939145],[-49.3296262451613,-25.401595776455],[-49.3294554093377,-25.401651810778],[-49.3292871779903,-25.4014513321416],[-49.329280917279,-25.4013720029527],[-49.3295195274983,-25.401211797706],[-49.3297663023226,-25.4011996127835],[-49.330100890755,-25.400955693776]]]}"
"631","PIRATINI / BR 476","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2948924612618,-25.512584780941],[-49.2948674553056,-25.5135273518297],[-49.2950879023644,-25.5135304924266],[-49.2951842959634,-25.5135338922793],[-49.2956684350517,-25.5135455940849],[-49.2956482145566,-25.514339758285],[-49.2956249133508,-25.5152349668833],[-49.2956450666272,-25.5160170316904],[-49.2955259143096,-25.5202292154403],[-49.2955504705602,-25.5204491179257],[-49.2955390919883,-25.5212075629398],[-49.2970458670241,-25.5212494702144],[-49.2970024872372,-25.5228750706675],[-49.2969327638958,-25.5232040899372],[-49.2967288392402,-25.523437963738],[-49.2965564611225,-25.523613453688],[-49.2960852586324,-25.523891477968],[-49.2956259764755,-25.5240410202258],[-49.2942714200287,-25.5246028451248],[-49.2939703734623,-25.5248041735989],[-49.2937434982448,-25.5248050833287],[-49.2937299566495,-25.5245184356454],[-49.2936131764768,-25.5242457148872],[-49.2934625237673,-25.5240004359048],[-49.293262896293,-25.5238301045957],[-49.2920738980584,-25.5219752082917],[-49.2919369009813,-25.5216931522532],[-49.2908951554473,-25.5220119996244],[-49.2900932224985,-25.5219164027904],[-49.2900393848557,-25.5201838390762],[-49.2898450291939,-25.519725072813],[-49.2884202807293,-25.5179539266995],[-49.2871313484697,-25.5188248596343],[-49.2875954481108,-25.5193965370036],[-49.2874645104327,-25.5196677213459],[-49.2875744457237,-25.5214875896385],[-49.2847525920412,-25.5216576589242],[-49.2841213372294,-25.5217992743547],[-49.2837593387019,-25.5217144822162],[-49.2837255861919,-25.5201622558411],[-49.2836379170345,-25.5199496456753],[-49.2816430941794,-25.5174960023491],[-49.2801327873067,-25.5184948618961]]]}"
"649","PIRINEUS","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2947392728983,-25.5124943768087],[-49.2947133279724,-25.5134997905211],[-49.2947938233013,-25.5135258663735],[-49.2950879023644,-25.5135304924266],[-49.2951842959634,-25.5135338922793],[-49.2956684350517,-25.5135455940849],[-49.2956482145566,-25.514339758285],[-49.2956249133508,-25.5152349668833],[-49.2956450666272,-25.5160170316904],[-49.2955259143096,-25.5202292154403],[-49.2955504705602,-25.5204491179257],[-49.2955390919883,-25.5212075629398],[-49.2970458670241,-25.5212494702144],[-49.2970024872372,-25.5228750706675],[-49.2969327638958,-25.5232040899372],[-49.2967288392402,-25.523437963738],[-49.2965564611225,-25.523613453688],[-49.2960852586324,-25.523891477968],[-49.2956259764755,-25.5240410202258],[-49.2942714200287,-25.5246028451248],[-49.2939703734623,-25.5248041735989],[-49.2937468566285,-25.5252364175916],[-49.2937766351651,-25.5260400081926],[-49.2936196519719,-25.5265055919509],[-49.2929967866387,-25.5270097299323],[-49.2928014056499,-25.527169861667],[-49.2926801773679,-25.5271680587273],[-49.2925587989178,-25.5271217861349],[-49.2925875136367,-25.527051137966],[-49.2925010996341,-25.5267055575053],[-49.2921275543889,-25.5261408435865],[-49.2920216241599,-25.5257920758374],[-49.291927232492,-25.5257454385492],[-49.2917459699077,-25.5257984677371],[-49.2911568085023,-25.5267288634465],[-49.2907676271449,-25.5269905650502],[-49.2889921927611,-25.5282087272589],[-49.2872437314501,-25.5295913354974],[-49.2860301250909,-25.5306028875768],[-49.2855334200771,-25.5313912603483],[-49.2820982303471,-25.5339971284946],[-49.2801356764487,-25.5350363061257],[-49.2796255637609,-25.5351257378427],[-49.2791504467342,-25.5350835284531],[-49.2775421299498,-25.534526400563],[-49.2817286777146,-25.5301809417049],[-49.2828081897701,-25.529390478299],[-49.2832526968723,-25.5288870024482],[-49.2800631772107,-25.5274827013036],[-49.2787358970851,-25.5269280819559],[-49.2760156782404,-25.5307919068767],[-49.2746737145382,-25.5328173189544],[-49.2743866170024,-25.5334687746519],[-49.2715949898257,-25.53249672024],[-49.2703074615177,-25.5321836101226],[-49.2675978533323,-25.5312614619458],[-49.2664382192608,-25.5337340492466],[-49.2665235534914,-25.5338437974472],[-49.2669123294618,-25.5341476865342],[-49.2671756801733,-25.5342617001583],[-49.2677483666537,-25.5344089710901]]]}"
